col1,col2,col3,col4
5.017640523459677,0.004001572083672233,0.009787379841057393,0.0
5.022408931992015,0.018675579901499675,-0.00977277879876411,0.0
5.009500884175256,-0.001513572082976979,-0.0010321885179355784,0.0
5.004105985019383,0.0014404357116087798,0.014542735069629751,0.0
5.00761037725147,0.001216750164928284,0.004438632327454257,0.0
5.003336743273743,0.01494079073157606,-0.0020515826376580086,0.0
5.003130677016509,-0.008540957393017247,-0.025529898158340787,0.0
5.0065361859544035,0.008644361988595058,-0.00742165020406442,0.0
5.022697546239876,-0.014543656745987649,0.0004575851730144607,0.0
4.998128161499742,0.015327792143584576,0.01469358769900285,0.0
5.0015494742569695,0.0037816251960217356,-0.008877857476301128,0.0
4.980192035317761,-0.003479121493261526,0.0015634896910398006,0.0
5.012302906807277,0.012023798487844113,-0.003873268174079523,0.0
4.996976972494247,-0.010485529650670926,-0.014200179371789752,0.0
4.98293729809375,0.019507753952317897,-0.005096521817516535,0.0
4.995619256983888,-0.012527953600499263,0.007774903558319101,0.0
4.983861021524421,-0.002127402802139687,-0.008954665611936757,0.0
5.003869024978592,-0.005108051375688731,-0.011806321841224121,0.0
4.9997181777166135,0.0042833187053041765,0.0006651722238316789,0.0
5.0030247189773975,-0.006343220936809636,-0.003627411659871381,0.0
4.99327539552224,-0.003595531615405413,-0.008131462820444541,0.0
4.982737173976683,0.0017742614225375285,-0.004017809362082619,0.0
4.983698016530339,0.004627822555257742,-0.009072983643832423,0.0
5.000519453957962,0.0072909056217753685,0.0012898291075741067,0.0
5.011394006845433,-0.012348258203536527,0.00402341641177549,0.0
4.993151899090597,-0.008707971491818818,-0.005788496647644155,0.0
4.996884474678726,0.0005616534222974543,-0.011651498407833565,0.0
5.009008264869542,0.004656624397304599,-0.015362436862772237,0.0
5.014882521937956,0.01895889176030583,0.011787795711596508,0.0
4.9982007516418765,-0.010707526215105425,0.010544517269311366,0.0
4.995968230530268,0.012224450703824274,0.002082749780768603,0.0
5.009766390364837,0.003563663971744019,0.007065731681919481,0.0
5.000105000207208,0.01785870493905835,0.0012691209270361992,0.0
5.004019893634447,0.018831506970562545,-0.013477590611424464,0.0
4.987295150015143,0.009693967081580112,-0.0117312340511416,0.0
5.019436211856493,-0.0041361898075974735,-0.007474548114407578,0.0
5.019229420264804,0.014805147914344244,0.0186755896042657,0.0
5.009060446582754,-0.008612256850547026,0.019100649530990336,0.0
4.997319966290486,0.008024563957963951,0.00947251967773748,0.0
4.998449899069092,0.006140793703460803,0.009222066715665268,0.0
5.003764255311556,-0.010994007905841945,0.00298238174206056,0.0
5.01326385896687,-0.0069456785973136545,-0.0014963454032767077,0.0
4.995648464482784,0.018492637284793417,0.006722947570124355,0.0
5.004074618362411,-0.007699160744453164,0.005392491912918173,0.0
4.993256673393426,0.0003183055827435118,-0.00635846078378881,0.0
5.006764332949465,0.0057659081661494095,-0.0020829875557799487,0.0
5.0039600671266165,-0.010930615087305058,-0.014912575927056056,0.0
5.004393917012646,0.0016667349537252904,0.006350314368921064,0.0
5.023831447748639,0.00944479486990414,-0.009128222254441586,0.0
5.011170162880958,-0.013159074105115211,-0.0046158460481470895,0.0
4.999317583946754,0.017133427216493666,-0.007447548220484399,0.0
4.99173561461341,-0.000984525244254323,-0.006634782863621074,0.0
5.011266359221065,-0.010799315083634234,-0.011474686524111025,0.0
4.995621799552556,-0.004980324506923049,0.019295320538169857,0.0
5.009494208069258,0.000875512413851909,-0.01225435518830168,0.0
5.008443629764016,-0.010002153473895648,-0.015447710967776116,0.0
5.011880297923523,0.0031694261192484964,0.00920858823780819,0.0
5.00318727652943,0.008568306119026911,-0.006510255933001469,0.0
4.989657571582155,0.00681594518281627,-0.008034096641738412,0.0
4.993104502222498,-0.004555325035173432,0.0001747915902505673,0.0
4.996460060887465,-0.013749512934180188,-0.006436184028328905,0.0
4.9777659684777555,0.006252314510271875,-0.016020576556067475,0.0
4.988956166605716,0.000521650792609744,-0.007395629963913133,0.0
5.015430145954068,-0.012928569097234485,0.0026705086934918293,0.0
